Record_ID,Record_Type,Detection_Method,Anomaly_Category,Affected_Columns,Observed_Value,Expected_Condition,Severity,Explanation,Rule_ID,Source_Dataset,Detection_Timestamp
MC100982,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-01-21, Submission = 2022-01-24; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-01-21) before its submission date (2022-01-24). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.421670
MC104769,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2023-01-06, Submission = 2023-01-09; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2023-01-06) before its submission date (2023-01-09). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.421670
MC102018,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-01-24, Submission = 2020-01-26; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-01-24) before its submission date (2020-01-26). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.421670
MC104923,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-07-12, Submission = 2019-07-18; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-07-12) before its submission date (2019-07-18). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.421670
MC104917,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-10-08, Submission = 2021-10-10; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-10-08) before its submission date (2021-10-10). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.422676
MC104043,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-04-23, Submission = 2021-04-27; Latency = -4.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-04-23) before its submission date (2021-04-27). Processing latency is negative (-4.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.422676
MC104228,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-11-25, Submission = 2016-12-01; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-11-25) before its submission date (2016-12-01). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.422676
MC100156,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2015-09-18, Submission = 2015-09-24; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2015-09-18) before its submission date (2015-09-24). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.422676
MC103828,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-12-16, Submission = 2016-12-21; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-12-16) before its submission date (2016-12-21). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.422676
MC101671,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2017-05-26, Submission = 2017-05-28; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2017-05-26) before its submission date (2017-05-28). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.422676
MC102067,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-03-29, Submission = 2019-04-04; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-03-29) before its submission date (2019-04-04). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC102954,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2017-10-20, Submission = 2017-10-24; Latency = -4.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2017-10-20) before its submission date (2017-10-24). Processing latency is negative (-4.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC100476,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2015-06-05, Submission = 2015-06-07; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2015-06-05) before its submission date (2015-06-07). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC101747,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-07-09, Submission = 2021-07-14; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-07-09) before its submission date (2021-07-14). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC101641,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-12-04, Submission = 2020-12-06; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-12-04) before its submission date (2020-12-06). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC100665,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2017-03-17, Submission = 2017-03-18; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2017-03-17) before its submission date (2017-03-18). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC104127,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-12-16, Submission = 2022-12-24; Latency = -8.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-12-16) before its submission date (2022-12-24). Processing latency is negative (-8.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.423667
MC104509,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-06-15, Submission = 2018-06-16; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-06-15) before its submission date (2018-06-16). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC104242,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-06-03, Submission = 2016-06-05; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-06-03) before its submission date (2016-06-05). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC103008,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-01-25, Submission = 2019-01-29; Latency = -4.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-01-25) before its submission date (2019-01-29). Processing latency is negative (-4.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC104106,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-03-13, Submission = 2020-03-15; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-03-13) before its submission date (2020-03-15). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC101466,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-03-15, Submission = 2019-03-16; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-03-15) before its submission date (2019-03-16). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC103849,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-05-31, Submission = 2019-06-01; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-05-31) before its submission date (2019-06-01). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC104306,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-07-01, Submission = 2022-07-06; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-07-01) before its submission date (2022-07-06). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.424667
MC100634,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-11-23, Submission = 2018-11-25; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-11-23) before its submission date (2018-11-25). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.425666
MC103379,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-06-15, Submission = 2018-06-20; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-06-15) before its submission date (2018-06-20). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.425666
MC100002,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-06-25, Submission = 2021-06-27; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-06-25) before its submission date (2021-06-27). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.425666
MC102302,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-09-25, Submission = 2020-09-27; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-09-25) before its submission date (2020-09-27). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426176
MC103596,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-10-15, Submission = 2021-10-16; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-10-15) before its submission date (2021-10-16). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426176
MC103319,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-01-03, Submission = 2020-01-08; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-01-03) before its submission date (2020-01-08). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426176
MC101035,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-03-04, Submission = 2022-03-06; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-03-04) before its submission date (2022-03-06). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426176
MC100591,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2017-06-02, Submission = 2017-06-03; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2017-06-02) before its submission date (2017-06-03). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426681
MC104900,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-02-22, Submission = 2019-02-25; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-02-22) before its submission date (2019-02-25). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426681
MC102500,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-09-16, Submission = 2016-09-22; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-09-16) before its submission date (2016-09-22). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426681
MC103154,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-07-16, Submission = 2021-07-21; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-07-16) before its submission date (2021-07-21). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426681
MC101387,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-02-04, Submission = 2022-02-05; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-02-04) before its submission date (2022-02-05). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426681
MC100892,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-03-26, Submission = 2021-04-01; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-03-26) before its submission date (2021-04-01). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.426681
MC101523,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-04-26, Submission = 2019-04-29; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-04-26) before its submission date (2019-04-29). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC101171,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2023-01-06, Submission = 2023-01-08; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2023-01-06) before its submission date (2023-01-08). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC103750,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-10-11, Submission = 2019-10-18; Latency = -7.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-10-11) before its submission date (2019-10-18). Processing latency is negative (-7.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC103840,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-11-25, Submission = 2016-11-28; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-11-25) before its submission date (2016-11-28). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC102656,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-08-05, Submission = 2022-08-06; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-08-05) before its submission date (2022-08-06). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC104484,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2017-03-10, Submission = 2017-03-12; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2017-03-10) before its submission date (2017-03-12). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC100568,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-03-30, Submission = 2018-03-31; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-03-30) before its submission date (2018-03-31). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC103916,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-08-12, Submission = 2016-08-17; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-08-12) before its submission date (2016-08-17). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.427517
MC101464,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2015-07-24, Submission = 2015-07-31; Latency = -7.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2015-07-24) before its submission date (2015-07-31). Processing latency is negative (-7.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.428692
MC101524,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-04-17, Submission = 2020-04-18; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-04-17) before its submission date (2020-04-18). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.428692
MC103232,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2015-07-24, Submission = 2015-07-26; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2015-07-24) before its submission date (2015-07-26). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.429693
MC101597,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2015-12-04, Submission = 2015-12-05; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2015-12-04) before its submission date (2015-12-05). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.429693
MC104420,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-08-24, Submission = 2018-08-30; Latency = -6.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-08-24) before its submission date (2018-08-30). Processing latency is negative (-6.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.429693
MC102440,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-04-13, Submission = 2018-04-16; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-04-13) before its submission date (2018-04-16). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.429693
MC101386,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2018-09-28, Submission = 2018-10-03; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2018-09-28) before its submission date (2018-10-03). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.429693
MC101161,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-08-12, Submission = 2022-08-16; Latency = -4.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-08-12) before its submission date (2022-08-16). Processing latency is negative (-4.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.429693
MC100084,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2019-10-04, Submission = 2019-10-09; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2019-10-04) before its submission date (2019-10-09). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC103701,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2017-08-25, Submission = 2017-08-26; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2017-08-25) before its submission date (2017-08-26). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC103477,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2022-07-08, Submission = 2022-07-12; Latency = -4.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2022-07-08) before its submission date (2022-07-12). Processing latency is negative (-4.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC104622,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2023-02-10, Submission = 2023-02-13; Latency = -3.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2023-02-10) before its submission date (2023-02-13). Processing latency is negative (-3.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC102680,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2016-06-24, Submission = 2016-06-25; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2016-06-24) before its submission date (2016-06-25). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC101078,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2020-09-25, Submission = 2020-09-26; Latency = -1.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2020-09-25) before its submission date (2020-09-26). Processing latency is negative (-1.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC100417,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-10-01, Submission = 2021-10-03; Latency = -2.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-10-01) before its submission date (2021-10-03). Processing latency is negative (-2.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.430699
MC103096,MEDICAL_CLAIM,Rule-Based,Invalid Processing Timeline,"Submission_Date, Processed_Date, Processing_Latency_Days","Processed = 2021-12-03, Submission = 2021-12-08; Latency = -5.0",Processed_Date >= Submission_Date AND Processing_Latency_Days >= 0,HIGH,Claim was processed (2021-12-03) before its submission date (2021-12-08). Processing latency is negative (-5.0 days). This indicates an invalid processing timeline.,R_DATE_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.431690
